1	139	3.237410
1	138	3.260870
1	137	3.284672
1	136	3.308824
1	135	3.333333
1	134	3.358209
1	133	3.383459
1	132	3.409091
1	131	3.435115
1	130	3.461538
1	129	3.488372
1	128	3.515625
2	255	3.529412
1	127	3.543307
2	253	3.557312
1	126	3.571429
2	251	3.585657
1	125	3.600000
2	249	3.614458
1	124	3.629032
2	247	3.643725
1	123	3.658537
2	245	3.673469
1	122	3.688525
2	243	3.703704
1	121	3.719008
2	241	3.734440
1	120	3.750000
2	239	3.765690
1	119	3.781513
2	237	3.797468
1	118	3.813559
2	235	3.829787
1	117	3.846154
2	233	3.862661
1	116	3.879310
2	231	3.896104
1	115	3.913043
2	229	3.930131
1	114	3.947368
2	227	3.964758
1	113	3.982301
2	225	4.000000
1	112	4.017857
2	223	4.035874
1	111	4.054054
2	221	4.072398
1	110	4.090909
2	219	4.109589
1	109	4.128440
2	217	4.147465
1	108	4.166667
2	215	4.186047
1	107	4.205607
2	213	4.225352
1	106	4.245283
2	211	4.265403
1	105	4.285714
2	209	4.306220
1	104	4.326923
2	207	4.347826
1	103	4.368932
2	205	4.390244
1	102	4.411765
2	203	4.433498
1	101	4.455446
2	201	4.477612
1	100	4.500000
2	199	4.522613
1	99	4.545455
2	197	4.568528
1	98	4.591837
2	195	4.615385
1	97	4.639175
2	193	4.663212
1	96	4.687500
2	191	4.712042
1	95	4.736842
2	189	4.761905
1	94	4.787234
2	187	4.812834
1	93	4.838710
2	185	4.864865
1	92	4.891304
2	183	4.918033
1	91	4.945055
2	181	4.972376
1	90	5.000000
2	179	5.027933
1	89	5.056180
2	177	5.084746
1	88	5.113636
2	175	5.142857
1	87	5.172414
2	173	5.202312
1	86	5.232558
2	171	5.263158
1	85	5.294118
3	254	5.314961
2	169	5.325444
3	253	5.335968
1	84	5.357143
3	251	5.378486
2	167	5.389222
3	250	5.400000
1	83	5.421687
3	248	5.443548
2	165	5.454545
3	247	5.465587
1	82	5.487805
3	245	5.510204
2	163	5.521472
3	244	5.532787
1	81	5.555556
3	242	5.578512
2	161	5.590062
3	241	5.601660
1	80	5.625000
3	239	5.648536
2	159	5.660377
3	238	5.672269
1	79	5.696203
3	236	5.720339
2	157	5.732484
3	235	5.744681
1	78	5.769231
3	233	5.793991
2	155	5.806452
3	232	5.818966
1	77	5.844156
3	230	5.869565
2	153	5.882353
3	229	5.895197
1	76	5.921053
3	227	5.947137
2	151	5.960265
3	226	5.973451
1	75	6.000000
3	224	6.026786
2	149	6.040268
3	223	6.053812
1	74	6.081081
3	221	6.108597
2	147	6.122449
3	220	6.136364
1	73	6.164384
3	218	6.192661
2	145	6.206897
3	217	6.221198
1	72	6.250000
3	215	6.279070
2	143	6.293706
3	214	6.308411
1	71	6.338028
3	212	6.367925
2	141	6.382979
3	211	6.398104
1	70	6.428571
3	209	6.459330
2	139	6.474820
3	208	6.490385
1	69	6.521739
3	206	6.553398
2	137	6.569343
3	205	6.585366
1	68	6.617647
3	203	6.650246
2	135	6.666667
3	202	6.683168
1	67	6.716418
3	200	6.750000
2	133	6.766917
3	199	6.783920
1	66	6.818182
3	197	6.852792
2	131	6.870229
3	196	6.887755
1	65	6.923077
3	194	6.958763
2	129	6.976744
3	193	6.994819
1	64	7.031250
4	255	7.058824
3	191	7.068063
2	127	7.086614
3	190	7.105263
4	253	7.114625
1	63	7.142857
4	251	7.171315
3	188	7.180851
2	125	7.200000
3	187	7.219251
4	249	7.228916
1	62	7.258065
4	247	7.287449
3	185	7.297297
2	123	7.317073
3	184	7.336957
4	245	7.346939
1	61	7.377049
4	243	7.407407
3	182	7.417582
2	121	7.438017
3	181	7.458564
4	241	7.468880
1	60	7.500000
4	239	7.531381
3	179	7.541899
2	119	7.563025
3	178	7.584270
4	237	7.594937
1	59	7.627119
4	235	7.659574
3	176	7.670455
2	117	7.692308
3	175	7.714286
4	233	7.725322
1	58	7.758621
4	231	7.792208
3	173	7.803468
2	115	7.826087
3	172	7.848837
4	229	7.860262
1	57	7.894737
4	227	7.929515
3	170	7.941176
2	113	7.964602
3	169	7.988166
4	225	8.000000
1	56	8.035714
4	223	8.071749
3	167	8.083832
2	111	8.108108
3	166	8.132530
4	221	8.144796
1	55	8.181818
4	219	8.219178
3	164	8.231707
2	109	8.256881
3	163	8.282209
4	217	8.294931
1	54	8.333333
4	215	8.372093
3	161	8.385093
2	107	8.411215
3	160	8.437500
4	213	8.450704
1	53	8.490566
4	211	8.530806
3	158	8.544304
2	105	8.571429
3	157	8.598726
4	209	8.612440
1	52	8.653846
4	207	8.695652
3	155	8.709677
2	103	8.737864
3	154	8.766234
4	205	8.780488
1	51	8.823529
5	254	8.858268
4	203	8.866995
3	152	8.881579
5	253	8.893281
2	101	8.910891
5	252	8.928571
3	151	8.940397
4	201	8.955224
5	251	8.964143
1	50	9.000000
5	249	9.036145
4	199	9.045226
3	149	9.060403
5	248	9.072581
2	99	9.090909
5	247	9.109312
3	148	9.121622
4	197	9.137056
5	246	9.146341
1	49	9.183673
5	244	9.221311
4	195	9.230769
3	146	9.246575
5	243	9.259259
2	97	9.278351
5	242	9.297521
3	145	9.310345
4	193	9.326425
5	241	9.336100
1	48	9.375000
5	239	9.414226
4	191	9.424084
3	143	9.440559
5	238	9.453782
2	95	9.473684
5	237	9.493671
3	142	9.507042
4	189	9.523810
5	236	9.533898
1	47	9.574468
5	234	9.615385
4	187	9.625668
3	140	9.642857
5	233	9.656652
2	93	9.677419
5	232	9.698276
3	139	9.712230
4	185	9.729730
5	231	9.740260
1	46	9.782609
5	229	9.825328
4	183	9.836066
3	137	9.854015
5	228	9.868421
2	91	9.890110
5	227	9.911894
3	136	9.926471
4	181	9.944751
5	226	9.955752
1	45	10.000000
5	224	10.044643
4	179	10.055866
3	134	10.074627
5	223	10.089686
2	89	10.112360
5	222	10.135135
3	133	10.150376
4	177	10.169492
5	221	10.180995
1	44	10.227273
5	219	10.273973
4	175	10.285714
3	131	10.305344
5	218	10.321101
2	87	10.344828
5	217	10.368664
3	130	10.384615
4	173	10.404624
5	216	10.416667
1	43	10.465116
5	214	10.514019
4	171	10.526316
3	128	10.546875
5	213	10.563380
2	85	10.588235
5	212	10.613208
3	127	10.629921
4	169	10.650888
5	211	10.663507
6	253	10.671937
1	42	10.714286
6	251	10.756972
5	209	10.765550
4	167	10.778443
3	125	10.800000
5	208	10.817308
2	83	10.843373
5	207	10.869565
3	124	10.887097
4	165	10.909091
5	206	10.922330
6	247	10.931174
1	41	10.975610
6	245	11.020408
5	204	11.029412
4	163	11.042945
3	122	11.065574
5	203	11.083744
2	81	11.111111
5	202	11.138614
3	121	11.157025
4	161	11.180124
5	201	11.194030
6	241	11.203320
1	40	11.250000
6	239	11.297071
5	199	11.306533
4	159	11.320755
3	119	11.344538
5	198	11.363636
2	79	11.392405
5	197	11.421320
3	118	11.440678
4	157	11.464968
5	196	11.479592
6	235	11.489362
1	39	11.538462
6	233	11.587983
5	194	11.597938
4	155	11.612903
3	116	11.637931
5	193	11.658031
2	77	11.688312
5	192	11.718750
3	115	11.739130
4	153	11.764706
5	191	11.780105
6	229	11.790393
1	38	11.842105
6	227	11.894273
5	189	11.904762
4	151	11.920530
3	113	11.946903
5	188	11.968085
2	75	12.000000
5	187	12.032086
3	112	12.053571
4	149	12.080537
5	186	12.096774
6	223	12.107623
1	37	12.162162
6	221	12.217195
5	184	12.228261
4	147	12.244898
3	110	12.272727
5	183	12.295082
2	73	12.328767
7	255	12.352941
5	182	12.362637
3	109	12.385321
7	254	12.401575
4	145	12.413793
5	181	12.430939
6	217	12.442396
7	253	12.450593
1	36	12.500000
7	251	12.549801
6	215	12.558140
5	179	12.569832
4	143	12.587413
7	250	12.600000
3	107	12.616822
5	178	12.640449
7	249	12.650602
2	71	12.676056
7	248	12.701613
5	177	12.711864
3	106	12.735849
7	247	12.753036
4	141	12.765957
5	176	12.784091
6	211	12.796209
7	246	12.804878
1	35	12.857143
7	244	12.909836
6	209	12.918660
5	174	12.931034
4	139	12.949640
7	243	12.962963
3	104	12.980769
5	173	13.005780
7	242	13.016529
2	69	13.043478
7	241	13.070539
5	172	13.081395
3	103	13.106796
7	240	13.125000
4	137	13.138686
5	171	13.157895
6	205	13.170732
7	239	13.179916
1	34	13.235294
7	237	13.291139
6	203	13.300493
5	169	13.313609
4	135	13.333333
7	236	13.347458
3	101	13.366337
5	168	13.392857
7	235	13.404255
2	67	13.432836
7	234	13.461538
5	167	13.473054
3	100	13.500000
7	233	13.519313
4	133	13.533835
5	166	13.554217
6	199	13.567839
7	232	13.577586
1	33	13.636364
7	230	13.695652
6	197	13.705584
5	164	13.719512
4	131	13.740458
7	229	13.755459
3	98	13.775510
5	163	13.803681
7	228	13.815789
2	65	13.846154
7	227	13.876652
5	162	13.888889
3	97	13.917526
7	226	13.938053
4	129	13.953488
5	161	13.975155
6	193	13.989637
7	225	14.000000
1	32	14.062500
8	255	14.117647
7	223	14.125561
6	191	14.136126
5	159	14.150943
4	127	14.173228
7	222	14.189189
3	95	14.210526
8	253	14.229249
5	158	14.240506
7	221	14.253394
2	63	14.285714
7	220	14.318182
5	157	14.331210
8	251	14.342629
3	94	14.361702
7	219	14.383562
4	125	14.400000
5	156	14.423077
6	187	14.438503
7	218	14.449541
8	249	14.457831
1	31	14.516129
8	247	14.574899
7	216	14.583333
6	185	14.594595
5	154	14.610390
4	123	14.634146
7	215	14.651163
3	92	14.673913
8	245	14.693878
5	153	14.705882
7	214	14.719626
2	61	14.754098
7	213	14.788732
5	152	14.802632
8	243	14.814815
3	91	14.835165
7	212	14.858491
4	121	14.876033
5	151	14.900662
6	181	14.917127
7	211	14.928910
8	241	14.937759
1	30	15.000000
8	239	15.062762
7	209	15.071770
6	179	15.083799
5	149	15.100671
4	119	15.126050
7	208	15.144231
3	89	15.168539
8	237	15.189873
5	148	15.202703
7	207	15.217391
2	59	15.254237
7	206	15.291262
5	147	15.306122
8	235	15.319149
3	88	15.340909
7	205	15.365854
4	117	15.384615
5	146	15.410959
6	175	15.428571
7	204	15.441176
8	233	15.450644
1	29	15.517241
8	231	15.584416
7	202	15.594059
6	173	15.606936
5	144	15.625000
4	115	15.652174
7	201	15.671642
3	86	15.697674
8	229	15.720524
5	143	15.734266
7	200	15.750000
2	57	15.789474
7	199	15.829146
5	142	15.845070
8	227	15.859031
3	85	15.882353
7	198	15.909091
4	113	15.929204
9	254	15.944882
5	141	15.957447
6	169	15.976331
7	197	15.989848
8	225	16.000000
9	253	16.007905
1	28	16.071429
9	251	16.135458
8	223	16.143498
7	195	16.153846
6	167	16.167665
5	139	16.187050
9	250	16.200000
4	111	16.216216
7	194	16.237113
3	83	16.265060
8	221	16.289593
5	138	16.304348
7	193	16.321244
9	248	16.330645
2	55	16.363636
9	247	16.396761
7	192	16.406250
5	137	16.423358
8	219	16.438356
3	82	16.463415
7	191	16.492147
4	109	16.513761
9	245	16.530612
5	136	16.544118
6	163	16.564417
7	190	16.578947
8	217	16.589862
9	244	16.598361
1	27	16.666667
9	242	16.735537
8	215	16.744186
7	188	16.755319
6	161	16.770186
5	134	16.791045
9	241	16.804979
4	107	16.822430
7	187	16.844920
3	80	16.875000
8	213	16.901408
5	133	16.917293
7	186	16.935484
9	239	16.945607
2	53	16.981132
9	238	17.016807
7	185	17.027027
5	132	17.045455
8	211	17.061611
3	79	17.088608
7	184	17.119565
4	105	17.142857
9	236	17.161017
5	131	17.175573
6	157	17.197452
7	183	17.213115
8	209	17.224880
9	235	17.234043
1	26	17.307692
9	233	17.381974
8	207	17.391304
7	181	17.403315
6	155	17.419355
5	129	17.441860
9	232	17.456897
4	103	17.475728
7	180	17.500000
3	77	17.532468
8	205	17.560976
5	128	17.578125
7	179	17.597765
9	230	17.608696
2	51	17.647059
9	229	17.685590
7	178	17.696629
5	127	17.716535
8	203	17.733990
3	76	17.763158
10	253	17.786561
7	177	17.796610
4	101	17.821782
9	227	17.841410
5	126	17.857143
6	151	17.880795
7	176	17.897727
8	201	17.910448
9	226	17.920354
10	251	17.928287
1	25	18.000000
10	249	18.072289
9	224	18.080357
8	199	18.090452
7	174	18.103448
6	149	18.120805
5	124	18.145161
9	223	18.161435
4	99	18.181818
7	173	18.208092
10	247	18.218623
3	74	18.243243
8	197	18.274112
5	123	18.292683
7	172	18.313953
9	221	18.325792
2	49	18.367347
9	220	18.409091
7	171	18.421053
5	122	18.442623
8	195	18.461538
3	73	18.493151
10	243	18.518519
7	170	18.529412
4	97	18.556701
9	218	18.577982
5	121	18.595041
6	145	18.620690
7	169	18.639053
8	193	18.652850
9	217	18.663594
10	241	18.672199
1	24	18.750000
10	239	18.828452
9	215	18.837209
8	191	18.848168
7	167	18.862275
6	143	18.881119
5	119	18.907563
9	214	18.925234
4	95	18.947368
7	166	18.975904
10	237	18.987342
3	71	19.014085
8	189	19.047619
5	118	19.067797
7	165	19.090909
9	212	19.103774
2	47	19.148936
9	211	19.194313
7	164	19.207317
5	117	19.230769
8	187	19.251337
3	70	19.285714
10	233	19.313305
7	163	19.325153
4	93	19.354839
9	209	19.377990
5	116	19.396552
11	255	19.411765
6	139	19.424460
7	162	19.444444
8	185	19.459459
9	208	19.471154
10	231	19.480519
11	254	19.488189
1	23	19.565217
11	252	19.642857
10	229	19.650655
9	206	19.660194
8	183	19.672131
7	160	19.687500
6	137	19.708029
11	251	19.721116
5	114	19.736842
9	205	19.756098
4	91	19.780220
11	250	19.800000
7	159	19.811321
10	227	19.823789
3	68	19.852941
11	249	19.879518
8	181	19.889503
5	113	19.911504
7	158	19.936709
9	203	19.950739
11	248	19.959677
2	45	20.000000
11	247	20.040486
9	202	20.049505
7	157	20.063694
5	112	20.089286
8	179	20.111732
11	246	20.121951
3	67	20.149254
10	223	20.179372
7	156	20.192308
11	245	20.204082
4	89	20.224719
9	200	20.250000
5	111	20.270270
11	244	20.286885
6	133	20.300752
7	155	20.322581
8	177	20.338983
9	199	20.351759
10	221	20.361991
11	243	20.370370
1	22	20.454545
11	241	20.539419
10	219	20.547945
9	197	20.558376
8	175	20.571429
7	153	20.588235
6	131	20.610687
11	240	20.625000
5	109	20.642202
9	196	20.663265
4	87	20.689655
11	239	20.711297
7	152	20.723684
10	217	20.737327
3	65	20.769231
11	238	20.798319
8	173	20.809249
5	108	20.833333
7	151	20.860927
9	194	20.876289
11	237	20.886076
2	43	20.930233
11	236	20.974576
9	193	20.984456
7	150	21.000000
5	107	21.028037
8	171	21.052632
11	235	21.063830
3	64	21.093750
10	213	21.126761
7	149	21.140940
11	234	21.153846
4	85	21.176471
9	191	21.204188
5	106	21.226415
11	233	21.244635
6	127	21.259843
7	148	21.283784
8	169	21.301775
9	190	21.315789
10	211	21.327014
11	232	21.336207
12	253	21.343874
1	21	21.428571
12	251	21.513944
11	230	21.521739
10	209	21.531100
9	188	21.542553
8	167	21.556886
7	146	21.575342
6	125	21.600000
11	229	21.615721
5	104	21.634615
9	187	21.657754
4	83	21.686747
11	228	21.710526
7	145	21.724138
10	207	21.739130
3	62	21.774194
11	227	21.806167
8	165	21.818182
5	103	21.844660
12	247	21.862348
7	144	21.875000
9	185	21.891892
11	226	21.902655
2	41	21.951220
11	225	22.000000
9	184	22.010870
7	143	22.027972
12	245	22.040816
5	102	22.058824
8	163	22.085890
11	224	22.098214
3	61	22.131148
10	203	22.167488
7	142	22.183099
11	223	22.197309
4	81	22.222222
9	182	22.252747
5	101	22.277228
11	222	22.297297
6	121	22.314050
7	141	22.340426
8	161	22.360248
9	181	22.375691
10	201	22.388060
11	221	22.398190
12	241	22.406639
1	20	22.500000
12	239	22.594142
11	219	22.602740
10	199	22.613065
9	179	22.625698
8	159	22.641509
7	139	22.661871
6	119	22.689076
11	218	22.706422
5	99	22.727273
9	178	22.752809
4	79	22.784810
11	217	22.811060
7	138	22.826087
10	197	22.842640
3	59	22.881356
11	216	22.916667
8	157	22.929936
13	255	22.941176
5	98	22.959184
12	235	22.978723
7	137	22.992701
9	176	23.011364
11	215	23.023256
13	254	23.031496
2	39	23.076923
13	253	23.122530
11	214	23.130841
9	175	23.142857
7	136	23.161765
12	233	23.175966
5	97	23.195876
13	252	23.214286
8	155	23.225806
11	213	23.239437
3	58	23.275862
13	251	23.306773
10	193	23.316062
7	135	23.333333
11	212	23.349057
4	77	23.376623
13	250	23.400000
9	173	23.410405
5	96	23.437500
11	211	23.459716
6	115	23.478261
13	249	23.493976
7	134	23.507463
8	153	23.529412
9	172	23.546512
10	191	23.560209
11	210	23.571429
12	229	23.580786
13	248	23.588710
1	19	23.684211
13	246	23.780488
12	227	23.788546
11	208	23.798077
10	189	23.809524
9	170	23.823529
8	151	23.841060
7	132	23.863636
13	245	23.877551
6	113	23.893805
11	207	23.913043
5	94	23.936170
9	169	23.964497
13	244	23.975410
4	75	24.000000
11	206	24.029126
7	131	24.045802
10	187	24.064171
13	243	24.074074
3	56	24.107143
11	205	24.146341
8	149	24.161074
13	242	24.173554
5	93	24.193548
12	223	24.215247
7	130	24.230769
9	167	24.251497
11	204	24.264706
13	241	24.273859
2	37	24.324324
13	240	24.375000
11	203	24.384236
9	166	24.397590
7	129	24.418605
12	221	24.434389
5	92	24.456522
13	239	24.476987
8	147	24.489796
11	202	24.504950
3	55	24.545455
13	238	24.579832
10	183	24.590164
7	128	24.609375
11	201	24.626866
4	73	24.657534
13	237	24.683544
9	164	24.695122
14	255	24.705882
5	91	24.725275
11	200	24.750000
6	109	24.770642
13	236	24.788136
7	127	24.803150
8	145	24.827586
9	163	24.846626
10	181	24.861878
11	199	24.874372
12	217	24.884793
13	235	24.893617
14	253	24.901186
1	18	25.000000
14	251	25.099602
13	233	25.107296
12	215	25.116279
11	197	25.126904
10	179	25.139665
9	161	25.155280
8	143	25.174825
7	125	25.200000
13	232	25.215517
6	107	25.233645
11	196	25.255102
5	89	25.280899
14	249	25.301205
9	160	25.312500
13	231	25.324675
4	71	25.352113
11	195	25.384615
7	124	25.403226
10	177	25.423729
13	230	25.434783
3	53	25.471698
14	247	25.506073
11	194	25.515464
8	141	25.531915
13	229	25.545852
5	88	25.568182
12	211	25.592417
7	123	25.609756
9	158	25.632911
11	193	25.647668
13	228	25.657895
2	35	25.714286
13	227	25.770925
11	192	25.781250
9	157	25.796178
7	122	25.819672
12	209	25.837321
5	87	25.862069
13	226	25.884956
8	139	25.899281
11	191	25.916230
14	243	25.925926
3	52	25.961538
13	225	26.000000
10	173	26.011561
7	121	26.033058
11	190	26.052632
4	69	26.086957
13	224	26.116071
9	155	26.129032
14	241	26.141079
5	86	26.162791
11	189	26.190476
6	103	26.213592
13	223	26.233184
7	120	26.250000
8	137	26.277372
9	154	26.298701
10	171	26.315789
11	188	26.329787
12	205	26.341463
13	222	26.351351
14	239	26.359833
1	17	26.470588
15	254	26.574803
14	237	26.582278
13	220	26.590909
12	203	26.600985
11	186	26.612903
10	169	26.627219
9	152	26.644737
8	135	26.666667
15	253	26.679842
7	118	26.694915
13	219	26.712329
6	101	26.732673
11	185	26.756757
5	84	26.785714
14	235	26.808511
9	151	26.821192
13	218	26.834862
4	67	26.865672
15	251	26.892430
11	184	26.902174
7	117	26.923077
10	167	26.946108
13	217	26.958525
3	50	27.000000
14	233	27.038627
11	183	27.049180
8	133	27.067669
13	216	27.083333
5	83	27.108434
12	199	27.135678
7	116	27.155172
9	149	27.181208
11	182	27.197802
13	215	27.209302
15	248	27.217742
2	33	27.272727
15	247	27.327935
13	214	27.336449
11	181	27.348066
9	148	27.364865
7	115	27.391304
12	197	27.411168
5	82	27.439024
13	213	27.464789
8	131	27.480916
11	180	27.500000
14	229	27.510917
3	49	27.551020
13	212	27.594340
10	163	27.607362
7	114	27.631579
11	179	27.653631
15	244	27.663934
4	65	27.692308
13	211	27.725118
9	146	27.739726
14	227	27.753304
5	81	27.777778
11	178	27.808989
6	97	27.835052
13	210	27.857143
7	113	27.876106
15	242	27.892562
8	129	27.906977
9	145	27.931034
10	161	27.950311
11	177	27.966102
12	193	27.979275
13	209	27.990431
14	225	28.000000
15	241	28.008299
1	16	28.125000
16	255	28.235294
15	239	28.242678
14	223	28.251121
13	207	28.260870
12	191	28.272251
11	175	28.285714
10	159	28.301887
9	143	28.321678
8	127	28.346457
15	238	28.361345
7	111	28.378378
13	206	28.398058
6	95	28.421053
11	174	28.448276
16	253	28.458498
5	79	28.481013
14	221	28.506787
9	142	28.521127
13	205	28.536585
4	63	28.571429
15	236	28.601695
11	173	28.612717
7	110	28.636364
10	157	28.662420
13	204	28.676471
16	251	28.685259
3	47	28.723404
14	219	28.767123
11	172	28.779070
8	125	28.800000
13	203	28.817734
5	78	28.846154
12	187	28.877005
7	109	28.899083
16	249	28.915663
9	140	28.928571
11	171	28.947368
13	202	28.960396
15	233	28.969957
2	31	29.032258
15	232	29.094828
13	201	29.104478
11	170	29.117647
9	139	29.136691
16	247	29.149798
7	108	29.166667
12	185	29.189189
5	77	29.220779
13	200	29.250000
8	123	29.268293
11	169	29.289941
14	215	29.302326
3	46	29.347826
16	245	29.387755
13	199	29.396985
10	153	29.411765
7	107	29.439252
11	168	29.464286
15	229	29.475983
4	61	29.508197
13	198	29.545455
9	137	29.562044
14	213	29.577465
5	76	29.605263
16	243	29.629630
11	167	29.640719
6	91	29.670330
13	197	29.695431
7	106	29.716981
15	227	29.735683
8	121	29.752066
9	136	29.779412
10	151	29.801325
11	166	29.819277
12	181	29.834254
13	196	29.846939
14	211	29.857820
15	226	29.867257
16	241	29.875519
1	15	30.000000
17	254	30.118110
16	239	30.125523
15	224	30.133929
14	209	30.143541
13	194	30.154639
12	179	30.167598
11	164	30.182927
10	149	30.201342
9	134	30.223881
17	253	30.237154
8	119	30.252101
15	223	30.269058
7	104	30.288462
13	193	30.310881
6	89	30.337079
17	252	30.357143
11	163	30.368098
16	237	30.379747
5	74	30.405405
14	207	30.434783
9	133	30.451128
13	192	30.468750
17	251	30.478088
4	59	30.508475
15	221	30.542986
11	162	30.555556
7	103	30.582524
17	250	30.600000
10	147	30.612245
13	191	30.628272
16	235	30.638298
3	44	30.681818
17	249	30.722892
14	205	30.731707
11	161	30.745342
8	117	30.769231
13	190	30.789474
5	73	30.821918
17	248	30.846774
12	175	30.857143
7	102	30.882353
16	233	30.901288
9	131	30.916031
11	160	30.937500
13	189	30.952381
15	218	30.963303
17	247	30.971660
2	29	31.034483
17	246	31.097561
15	217	31.105991
13	188	31.117021
11	159	31.132075
9	130	31.153846
16	231	31.168831
7	101	31.188119
12	173	31.213873
17	245	31.224490
5	72	31.250000
13	187	31.283422
8	115	31.304348
11	158	31.329114
14	201	31.343284
17	244	31.352459
3	43	31.395349
16	229	31.441048
13	186	31.451613
10	143	31.468531
17	243	31.481481
7	100	31.500000
11	157	31.528662
15	214	31.542056
4	57	31.578947
17	242	31.611570
13	185	31.621622
9	128	31.640625
14	199	31.658291
5	71	31.690141
16	227	31.718062
11	156	31.730769
17	241	31.742739
6	85	31.764706
13	184	31.793478
7	99	31.818182
15	212	31.839623
8	113	31.858407
17	240	31.875000
9	127	31.889764
10	141	31.914894
11	155	31.935484
12	169	31.952663
13	183	31.967213
14	197	31.979695
15	211	31.990521
16	225	32.000000
17	239	32.008368
18	253	32.015810
1	14	32.142857
18	251	32.270916
17	237	32.278481
16	223	32.286996
15	209	32.296651
14	195	32.307692
13	181	32.320442
12	167	32.335329
11	153	32.352941
10	139	32.374101
9	125	32.400000
17	236	32.415254
8	111	32.432432
15	208	32.451923
7	97	32.474227
13	180	32.500000
6	83	32.530120
17	235	32.553191
11	152	32.565789
16	221	32.579186
5	69	32.608696
14	193	32.642487
9	124	32.661290
13	179	32.681564
17	234	32.692308
4	55	32.727273
15	206	32.766990
11	151	32.781457
18	247	32.793522
7	96	32.812500
17	233	32.832618
10	137	32.846715
13	178	32.865169
16	219	32.876712
3	41	32.926829
17	232	32.974138
14	191	32.984293
11	150	33.000000
8	109	33.027523
13	177	33.050847
18	245	33.061224
5	68	33.088235
17	231	33.116883
12	163	33.128834
7	95	33.157895
16	217	33.179724
9	122	33.196721
11	149	33.221477
13	176	33.238636
15	203	33.251232
17	230	33.260870
2	27	33.333333
17	229	33.406114
15	202	33.415842
13	175	33.428571
11	148	33.445946
9	121	33.471074
16	215	33.488372
7	94	33.510638
19	255	33.529412
12	161	33.540373
17	228	33.552632
5	67	33.582090
18	241	33.609959
13	174	33.620690
8	107	33.644860
19	254	33.661417
11	147	33.673469
14	187	33.689840
17	227	33.700441
3	40	33.750000
19	253	33.794466
16	213	33.802817
13	173	33.815029
10	133	33.834586
17	226	33.849558
7	93	33.870968
18	239	33.891213
11	146	33.904110
15	199	33.919598
19	252	33.928571
4	53	33.962264
17	225	34.000000
13	172	34.011628
9	119	34.033613
14	185	34.054054
19	251	34.063745
5	66	34.090909
16	211	34.123223
11	145	34.137931
17	224	34.151786
6	79	34.177215
19	250	34.200000
13	171	34.210526
7	92	34.239130
15	197	34.263959
8	105	34.285714
17	223	34.304933
9	118	34.322034
19	249	34.337349
10	131	34.351145
11	144	34.375000
12	157	34.394904
13	170	34.411765
14	183	34.426230
15	196	34.438776
16	209	34.449761
17	222	34.459459
18	235	34.468085
19	248	34.475806
1	13	34.615385
19	246	34.756098
18	233	34.763948
17	220	34.772727
16	207	34.782609
15	194	34.793814
14	181	34.806630
13	168	34.821429
12	155	34.838710
11	142	34.859155
10	129	34.883721
19	245	34.897959
9	116	34.913793
17	219	34.931507
8	103	34.951456
15	193	34.974093
7	90	35.000000
13	167	35.029940
19	244	35.040984
6	77	35.064935
17	218	35.091743
11	141	35.106383
16	205	35.121951
5	64	35.156250
19	243	35.185185
14	179	35.195531
9	115	35.217391
13	166	35.240964
17	217	35.253456
4	51	35.294118
19	242	35.330579
15	191	35.340314
